date,open,high,low,close,volume,Name,vo_spike,VO_upperline,VO_lowerline,MS_YS1,MS_RK3,MS_RK4,MS_RK5,MS_RK6,MS_UP,MS_DOWN,MS_Oo,MS_CC,MS_COLOR
2014-04-11,34.895,35.065,34.34,34.365,16368844,SBUX,-0.53,0.442734148,-0.442734148,34.53375,36.02561742,0.574542345,-519.323748,-238.9401183,-289.7659139,-107.1978149,-289.7659139,-107.1978149,red
2014-04-14,34.815,35.02,34.35,34.655,12176480,SBUX,-0.16,0.442707977,-0.442707977,34.67,35.82332828,0.66360315,-347.5957823,-262.960019,-309.3316909,-152.8628655,-309.3316909,-152.8628655,red
2014-04-15,34.98,35.05,33.965,34.445,15461760,SBUX,-0.535,0.444613062,-0.444613062,34.47625,35.39346885,0.705102275,-260.1661874,-348.4145953,-285.8678334,-198.497215,-285.8678334,-198.497215,red
2014-04-16,34.825,35.44,34.58,35.395,11278644,SBUX,0.57,0.438922514,-0.438922514,35.2025,35.15231257,0.424060911,23.66991617,-348.1416576,-278.2318952,-235.4420403,-278.2318952,-235.4420403,red
2014-04-17,35.285,35.695,35.07,35.075,9245966,SBUX,-0.21,0.438982078,-0.438982078,35.22875,34.92695838,0.366046659,164.8924331,-318.8165009,-301.6261286,-252.250638,-301.6261286,-252.250638,red
2014-04-21,35.155,35.3,34.925,35.24,6098442,SBUX,0.085,0.438932624,-0.438932624,35.17625,35.01880559,0.351952811,89.46904746,-204.6543619,-317.1313049,-260.9110571,-317.1313049,-260.9110571,red
2014-04-22,35.265,35.6375,35.165,35.5745,8862690,SBUX,0.3095,0.438776712,-0.438776712,35.487875,35.08878706,0.377949046,211.1861093,-81.47209689,-317.6930369,-274.4827476,-317.6930369,-274.4827476,red
2014-04-23,35.73,35.735,35.11,35.195,8881548,SBUX,-0.535,0.440154402,-0.440154402,35.30875,35.11794137,0.125928601,303.0425609,-24.49171544,-280.0134786,-288.6989334,-288.6989334,-280.0134786,GREEN
2014-04-24,35.76,36.02,35.055,35.545,15577016,SBUX,-0.215,0.440192838,-0.440192838,35.54125,35.24125258,0.159818735,375.4220912,54.06755948,-213.833018,-298.3636346,-298.3636346,-213.833018,GREEN
2014-04-25,36,36.125,35.47,35.725,18122130,SBUX,-0.275,0.440373566,-0.440373566,35.76125,35.26375172,0.224387771,443.4272657,137.0592266,-150.7192505,-292.2469159,-292.2469159,-150.7192505,GREEN
2014-04-28,35.945,36.01,34.9,35.465,10733556,SBUX,-0.48,0.441822601,-0.441822601,35.46,35.35625115,0.163995084,126.5267842,216.5135148,-82.4569805,-266.1089499,-266.1089499,-82.4569805,GREEN
2014-04-29,35.59,35.725,35.1325,35.32,9830164,SBUX,-0.27,0.440885403,-0.440885403,35.374375,35.49125076,0.175584737,-133.1274762,292.1514318,-9.284911466,-227.6457168,-227.6457168,-9.284911466,GREEN
2014-04-30,35.31,35.38,35.06,35.31,7283078,SBUX,0,0.440579078,-0.440579078,35.265,35.48083384,0.187506042,-230.2153481,236.9432159,65.98123062,-179.2494714,-179.2494714,65.98123062,GREEN
2014-05-01,35.375,35.6,35.16,35.56,7919194,SBUX,0.185,0.441195278,-0.441195278,35.47,35.44534756,0.18440487,26.73729584,113.5863185,141.3712977,-122.5946181,-122.5946181,141.3712977,GREEN
2014-05-02,35.625,35.7625,35.285,35.3,8306490,SBUX,-0.325,0.44143679,-0.44143679,35.411875,35.38523171,0.082843744,64.32179571,-1.014237029,173.2286037,-59.73600183,-59.73600183,173.2286037,GREEN
2014-05-05,35.25,35.5275,35.09,35.46,5486598,SBUX,0.21,0.437159788,-0.437159788,35.384375,35.41348781,0.074808871,-77.83249494,8.236273928,153.347842,7.299764667,7.299764667,153.347842,GREEN
2014-05-06,35.365,35.415,34.665,34.79,10926786,SBUX,-0.575,0.436881546,-0.436881546,34.915,35.4129502,0.222152731,-448.2953697,26.93144785,101.8938157,62.60937769,62.60937769,101.8938157,GREEN
2014-05-07,34.89,34.9975,34.57,34.87,10961996,SBUX,-0.02,0.436457226,-0.436457226,34.826875,35.40342514,0.305048856,-378.0051123,-7.98986641,70.67463508,92.85553246,70.67463508,92.85553246,red
2014-05-08,34.8,35.2475,34.67,34.79,7531344,SBUX,-0.01,0.436380661,-0.436380661,34.874375,35.24061676,0.289971038,-252.6057493,-154.7583675,56.09357267,95.86829353,56.09357267,95.86829353,red
2014-05-09,34.85,35.155,34.7612,35.145,6623136,SBUX,0.295,0.437061425,-0.437061425,35.05155,35.10270284,0.225186591,-45.43151335,-229.1739491,34.73242631,87.47040738,34.73242631,87.47040738,red
2014-05-12,35.32,35.62,35.2,35.575,7227204,SBUX,0.255,0.438358385,-0.438358385,35.4925,35.02659356,0.270672007,344.2590514,-236.9845492,-28.43117163,77.01146248,-28.43117163,77.01146248,red
2014-05-13,35.485,35.67,35.45,35.58,5802916,SBUX,0.095,0.429690572,-0.429690572,35.57,35.03491237,0.347463934,307.9960685,-173.1335372,-95.34543078,62.91845042,-95.34543078,62.91845042,red
2014-05-14,35.59,35.6,35.015,35.085,8586022,SBUX,-0.505,0.429296571,-0.429296571,35.19625,35.18744158,0.293137504,6.009751892,-0.669341011,-142.5584702,32.46857641,-142.5584702,32.46857641,red
2014-05-15,35.13,35.165,34.64,34.925,9124686,SBUX,-0.205,0.429008238,-0.429008238,34.91375,35.31496105,0.281250376,-285.3052568,102.2191288,-152.7501592,-10.13609266,-152.7501592,-10.13609266,red
2014-05-16,35,35.52,34.905,35.47,9294826,SBUX,0.47,0.432042701,-0.432042701,35.34125,35.2753907,0.260563392,50.55145816,70.14933651,-102.0565532,-54.27688518,-102.0565532,-54.27688518,red
2014-05-19,35.28,35.56,35.14,35.51,6757810,SBUX,0.23,0.432002249,-0.432002249,35.43,35.1548438,0.250489209,219.6950514,-48.33552794,-33.96465917,-87.10130987,-87.10130987,-33.96465917,GREEN
2014-05-20,35.38,35.448,34.9201,35.115,8699878,SBUX,-0.265,0.431867527,-0.431867527,35.149525,35.2169792,0.19821894,-68.06029863,-15.37319924,0.740006059,-92.08639096,-92.08639096,0.740006059,GREEN
2014-05-21,35.355,35.375,35.035,35.2,6089286,SBUX,-0.155,0.431164398,-0.431164398,35.2025,35.28798613,0.19816056,-86.27966546,62.9828843,-15.61850527,-72.71248036,-72.71248036,-15.61850527,GREEN
2014-05-22,35.175,35.885,35.15,35.7,7359636,SBUX,0.525,0.435880786,-0.435880786,35.60875,35.24183242,0.183922525,398.9914532,19.30182332,-15.5367366,-48.22831822,-48.22831822,-15.5367366,GREEN
2014-05-23,36.145,36.255,35.915,35.99,7166310,SBUX,-0.155,0.435823624,-0.435823624,36.0375,35.22872162,0.359145824,450.3899696,-15.89200627,10.63647037,-37.35838057,-37.35838057,10.63647037,GREEN
2014-05-27,36.32,36.89,36.27,36.83,10100398,SBUX,0.51,0.438767563,-0.438767563,36.705,35.35539774,0.647016739,417.1769214,122.4024802,13.52492135,-30.08449925,-30.08449925,13.52492135,GREEN
2014-05-28,36.65,36.785,36.4575,36.635,8212030,SBUX,-0.015,0.438507645,-0.438507645,36.628125,35.58276516,0.647193822,323.0438244,231.7316433,3.719278811,-16.51084271,-16.51084271,3.719278811,GREEN
2014-05-29,36.76,36.78,36.325,36.555,6448878,SBUX,-0.205,0.437793091,-0.437793091,36.55375,35.95684344,0.469732221,254.1475896,293.546736,43.28034594,-6.498921356,-6.498921356,43.28034594,GREEN
2014-05-30,36.58,36.75,36.265,36.62,6879534,SBUX,0.04,0.436371935,-0.436371935,36.56375,36.18060396,0.264231048,290.0083404,303.3790988,106.0974451,-3.092854633,-3.092854633,106.0974451,GREEN
2014-06-02,36.61,37.0275,36.58,36.925,5926156,SBUX,0.315,0.435753942,-0.435753942,36.864375,36.30498597,0.127787207,875.5008243,286.9685957,168.580542,12.36487889,12.36487889,168.580542,GREEN
2014-06-03,36.86,37.175,36.79,37.09,6768354,SBUX,0.23,0.436739487,-0.436739487,37.03625,36.39124065,0.212676122,606.5648978,287.981844,213.5133943,43.60906762,43.60906762,213.5133943,GREEN
2014-06-04,37.06,37.35,36.82,37.335,6495704,SBUX,0.275,0.438046473,-0.438046473,37.21,36.5489521,0.289008272,457.4595018,483.8215041,237.9984614,85.26622576,85.26622576,237.9984614,GREEN
2014-06-05,37.18,37.57,37.1,37.36,5188766,SBUX,0.18,0.425882557,-0.425882557,37.3475,36.71138473,0.306097539,415.6291291,524.7359687,254.6595889,128.0152819,128.0152819,254.6595889,GREEN
2014-06-06,37.53,37.77,37.4,37.665,6204706,SBUX,0.135,0.425691327,-0.425691327,37.625,36.87758982,0.291786523,512.2993141,502.3104797,331.046894,164.6763418,164.6763418,331.046894,GREEN
2014-06-09,37.69,37.7,37.325,37.59,5701018,SBUX,-0.1,0.423748127,-0.423748127,37.55125,37.03422655,0.24191521,427.441873,473.4166962,395.6099189,194.6707575,194.6707575,395.6099189,GREEN
2014-06-10,37.625,37.72,37.16,37.3,6640912,SBUX,-0.325,0.42405828,-0.42405828,37.37,37.23115103,0.166662083,166.6233438,486.3775688,431.1767725,240.1294697,240.1294697,431.1767725,GREEN
2014-06-11,37.07,37.435,36.925,37.4,7510866,SBUX,0.33,0.426052827,-0.426052827,37.29,37.33785069,0.143618418,-66.6358656,466.7323369,445.256747,291.9562861,291.9562861,445.256747,GREEN
2014-06-12,37.345,37.35,36.865,36.98,7193748,SBUX,-0.365,0.422366443,-0.422366443,37.04375,37.34856713,0.229420806,-265.7275341,366.6960058,458.9636876,338.3631149,338.3631149,458.9636876,GREEN
2014-06-13,36.935,37.4475,36.765,37.345,7728298,SBUX,0.41,0.425013547,-0.425013547,37.225625,37.32904475,0.186579197,-110.8588221,222.2520487,461.5532374,373.9943256,373.9943256,461.5532374,GREEN
2014-06-16,37.24,37.58,37.23,37.545,6759676,SBUX,0.305,0.426654542,-0.426654542,37.475,37.2339465,0.162012249,297.5744139,59.59218776,429.9341602,402.3174463,402.3174463,429.9341602,GREEN
2014-06-17,37.515,37.825,37.495,37.655,5778600,SBUX,0.14,0.426724965,-0.426724965,37.6575,37.23117267,0.235777305,361.635598,2.775184471,360.7067897,422.06271,360.7067897,422.06271,red
2014-06-18,37.6,37.8424,37.3,37.78,5786570,SBUX,0.18,0.424993237,-0.424993237,37.6756,37.31244844,0.275684076,263.4548657,101.0415943,260.3352557,424.6865267,260.3352557,424.6865267,red
2014-06-19,38.275,38.75,38.23,38.615,12555078,SBUX,0.34,0.425863191,-0.425863191,38.5525,37.42746563,0.500831197,449.2668898,187.9062622,174.4818986,403.3599477,174.4818986,403.3599477,red
2014-06-20,38.815,38.815,38.205,38.3,12446594,SBUX,-0.515,0.418218688,-0.418218688,38.405,37.51017709,0.488993657,365.9854888,213.08913,150.0017972,355.6850504,150.0017972,355.6850504,red
2014-06-23,38.345,38.4,38.0955,38.365,4780230,SBUX,0.02,0.41802744,-0.41802744,38.306375,37.85761806,0.42261468,212.3716774,291.8150499,162.6366189,295.2839998,162.6366189,295.2839998,red
2014-06-24,38.45,38.875,38.27,38.715,10912302,SBUX,0.265,0.418877802,-0.418877802,38.64375,38.04007871,0.381272879,316.6610206,316.5385295,179.4541226,246.8565989,179.4541226,246.8565989,red
2014-06-25,38.52,39.09,38.48,39.06,7813834,SBUX,0.54,0.411091761,-0.411091761,38.9225,38.12884414,0.238036604,666.8351412,281.8162455,216.907765,218.7832722,216.907765,218.7832722,red
2014-06-26,39.005,39.165,38.735,39.03,6983266,SBUX,0.025,0.409580828,-0.409580828,38.99,38.30047942,0.303288775,454.6957432,293.4311705,250.1180199,205.6735557,205.6735557,250.1180199,GREEN
2014-06-27,38.98,39.175,38.895,38.97,8669268,SBUX,-0.01,0.40892577,-0.40892577,39.0025,38.50781962,0.298560693,331.3767653,417.8991608,260.6840951,209.4182921,209.4182921,260.6840951,GREEN
2014-06-30,39.05,39.095,38.54,38.69,9610248,SBUX,-0.36,0.400312069,-0.400312069,38.75375,38.66854641,0.157428059,108.2444765,430.1646882,271.5997869,222.984868,222.984868,271.5997869,GREEN
2014-07-01,38.945,39.1,38.8,39.04,8073888,SBUX,0.095,0.3997194,-0.3997194,38.995,38.77986427,0.105075865,409.4864699,397.2353806,320.3662449,235.5512771,235.5512771,320.3662449,GREEN
2014-07-02,39.19,39.2045,38.955,39.095,4794618,SBUX,-0.095,0.398665241,-0.398665241,39.087375,38.77115952,0.125030821,505.8200546,300.9050792,356.965726,247.567447,247.567447,356.965726,GREEN
2014-07-03,39.195,39.7,39.07,39.53,6662616,SBUX,0.335,0.400264309,-0.400264309,39.4575,38.84577301,0.25498674,479.8108245,337.0988761,370.3889442,271.833713,271.833713,370.3889442,GREEN
2014-07-07,39.39,39.69,39.305,39.345,7443924,SBUX,-0.045,0.39947668,-0.39947668,39.42125,38.92630701,0.297004635,333.2897435,393.3392689,347.2276559,300.2110506,300.2110506,347.2276559,GREEN
2014-07-08,39.32,39.45,39.125,39.28,7802080,SBUX,-0.04,0.394721991,-0.394721991,39.28375,39.10337134,0.20309389,177.6308111,422.1631208,343.8513959,323.6036818,323.6036818,343.8513959,GREEN
2014-07-09,39.27,39.74,39.1801,39.725,7783444,SBUX,0.455,0.396037724,-0.396037724,39.592525,39.20933089,0.19177108,399.637012,392.5386617,360.3473536,331.4783398,331.4783398,360.3473536,GREEN
2014-07-10,39.305,39.525,39.095,39.425,4720762,SBUX,0.12,0.393547184,-0.393547184,39.3675,39.23413726,0.114445976,233.0579782,320.9027115,380.9526093,335.6026919,335.6026919,380.9526093,GREEN
2014-07-11,39.48,39.495,39.07,39.3,4254768,SBUX,-0.18,0.393170448,-0.393170448,39.29125,39.35359984,0.126027713,-98.94623859,347.1474783,384.8146268,343.8509124,343.8509124,384.8146268,GREEN
2014-07-14,39.49,39.49,39.21,39.28,4562120,SBUX,-0.21,0.393377501,-0.393377501,39.315,39.35823323,0.128636358,-67.21774141,309.1176449,363.510655,356.2181447,356.2181447,363.510655,GREEN
2014-07-15,39.325,39.575,39.23,39.445,8369728,SBUX,0.12,0.389423735,-0.389423735,39.42375,39.33590548,0.120122698,146.2579787,173.0963504,358.0562628,365.7503054,358.0562628,365.7503054,red
2014-07-16,39.53,39.53,39.155,39.365,8734258,SBUX,-0.165,0.389644712,-0.389644712,39.35375,39.32893699,0.051077453,97.15836805,92.99165315,341.7433902,365.0037553,341.7433902,365.0037553,red
2014-07-17,39.06,39.23,38.56,38.62,8446350,SBUX,-0.44,0.380063047,-0.380063047,38.7575,39.36054133,0.26789486,-450.2074624,110.747095,285.5277103,362.6879245,285.5277103,362.6879245,red
2014-07-18,38.85,39.075,38.625,38.97,6744520,SBUX,0.12,0.376708545,-0.376708545,38.91,39.35827755,0.298041262,-300.8157651,106.2175193,221.3490246,355.706413,221.3490246,355.706413,red
2014-07-21,38.93,38.965,38.585,38.805,5021858,SBUX,-0.125,0.375427735,-0.375427735,38.79,39.15801837,0.318066178,-231.4099345,-79.25747459,184.4817147,332.3135121,184.4817147,332.3135121,red
2014-07-22,39.165,39.515,39.1,39.37,6457244,SBUX,0.205,0.375322806,-0.375322806,39.33875,39.07534558,0.294277452,179.0177399,-153.1102381,158.3936496,295.3253496,158.3936496,295.3253496,red
2014-07-23,39.255,39.6395,39.2,39.57,6450280,SBUX,0.315,0.376025303,-0.376025303,39.494875,38.98023039,0.336789372,305.6180847,-179.2101369,79.17660819,258.3774713,79.17660819,258.3774713,red
2014-07-24,39.795,40.32,39.575,40.225,16129286,SBUX,0.43,0.378600159,-0.378600159,40.08625,39.09973692,0.516476739,382.0164596,-59.80084464,1.747659427,225.0495307,1.747659427,225.0495307,red
2014-07-25,39.2,39.66,39,39.37,18984366,SBUX,0.17,0.377739441,-0.377739441,39.35,39.23144962,0.463026697,51.20671662,62.00546515,-58.57160601,176.4252232,-58.57160601,176.4252232,red
2014-07-28,39.4,39.5,39.0865,39.18,8012924,SBUX,-0.22,0.375427908,-0.375427908,39.236625,39.51638308,0.339696494,-164.7106063,168.6757966,-58.98135222,118.1993686,-58.98135222,118.1993686,red
2014-07-29,39.245,39.625,39.205,39.325,7937248,SBUX,0.08,0.375525007,-0.375525007,39.37,39.46092205,0.336227864,-54.08359103,129.5194366,-18.6524131,59.27571041,-18.6524131,59.27571041,red
2014-07-30,39.5,39.59,39.26,39.45,8911708,SBUX,-0.05,0.375064292,-0.375064292,39.4375,39.38615637,0.337744236,30.40385412,31.44275564,43.79032348,19.85668953,19.85668953,43.79032348,GREEN
2014-07-31,39.26,39.35,38.76,38.84,8147584,SBUX,-0.42,0.372860014,-0.372860014,38.9475,39.38077091,0.193366467,-448.1344859,2.933973418,72.36669452,7.020321987,7.020321987,72.36669452,GREEN
2014-08-01,38.75,38.945,38.29,38.49,7798186,SBUX,-0.26,0.368793485,-0.368793485,38.55375,39.39968061,0.362872627,-466.2410685,12.09060032,58.72538156,19.27698915,19.27698915,58.72538156,GREEN
2014-08-04,38.63,38.88,38.515,38.765,6282674,SBUX,0.135,0.36316141,-0.36316141,38.73125,39.24895374,0.387978132,-266.8726381,-141.3177617,40.12824551,36.97355761,36.97355761,40.12824551,GREEN
2014-08-05,38.585,38.73,38.215,38.395,6696400,SBUX,-0.19,0.363226728,-0.363226728,38.43375,39.01721916,0.395447334,-295.093232,-249.6255307,30.78236378,44.22416559,30.78236378,44.22416559,red
2014-08-06,38.25,38.72,38.135,38.565,5935218,SBUX,0.315,0.363932731,-0.363932731,38.49625,38.92189611,0.2081128,-409.0532693,-255.3745665,-26.58434473,42.8588589,-26.58434473,42.8588589,red
2014-08-07,38.665,38.72,38.28,38.355,5427964,SBUX,-0.31,0.364585346,-0.364585346,38.4275,38.75918074,0.124462595,-532.9805922,-268.6141217,-100.9314067,38.83336053,-100.9314067,38.83336053,red
2014-08-08,38.315,38.835,38.255,38.81,5957988,SBUX,0.495,0.365162498,-0.365162498,38.6775,38.67153716,0.141831216,8.408363048,-315.4271709,-152.41246,17.02745878,-152.41246,17.02745878,red
2014-08-11,38.835,39.125,38.825,38.935,4522400,SBUX,0.1,0.36348136,-0.36348136,38.955,38.59019144,0.22370216,326.1556005,-387.944978,-191.1463472,-22.29216305,-191.1463472,-22.29216305,red
2014-08-12,38.935,39.0718,38.76,38.91,4723844,SBUX,-0.025,0.356326534,-0.356326534,38.91295,38.61929429,0.237938825,246.8329479,-255.8271976,-232.5732884,-65.66559536,-232.5732884,-65.66559536,red
2014-08-13,39.05,39.05,38.565,38.62,6935144,SBUX,-0.43,0.354534324,-0.354534324,38.71375,38.7311962,0.211159233,-16.5242076,-61.83293158,-284.3638516,-107.4925126,-284.3638516,-107.4925126,red
2014-08-14,38.74,38.75,38.08,38.31,10892582,SBUX,-0.43,0.345477125,-0.345477125,38.3625,38.7917808,0.235590793,-364.4291793,41.05569491,-274.8516336,-149.1861046,-274.8516336,-149.1861046,red
2014-08-15,38.61,38.64,38.185,38.455,8090044,SBUX,-0.155,0.339066095,-0.339066095,38.43375,38.76577053,0.27035987,-245.6137675,21.86239407,-203.8453996,-194.2453536,-203.8453996,-194.2453536,red
2014-08-18,38.595,38.93,38.59,38.795,6845416,SBUX,0.2,0.339283396,-0.339283396,38.7775,38.63134702,0.233662303,125.097611,-106.9014637,-122.2117014,-221.1141136,-221.1141136,-122.2117014,GREEN
2014-08-19,38.9,39.1,38.8,39.06,4919030,SBUX,0.16,0.339003915,-0.339003915,39.005,38.56548135,0.262394919,335.0054595,-153.1388983,-74.18700293,-215.3578756,-215.3578756,-74.18700293,GREEN
2014-08-20,39.005,39.235,38.87,39.015,4668758,SBUX,0.01,0.33817217,-0.33817217,39.03375,38.63615423,0.313322667,253.7931725,-60.39339522,-85.09182319,-184.3091509,-184.3091509,-85.09182319,GREEN
2014-08-21,38.905,39.085,38.695,38.735,4811992,SBUX,-0.17,0.337843027,-0.337843027,38.8125,38.75910282,0.240148066,44.47021361,71.40622303,-107.7741816,-147.6017682,-147.6017682,-107.7741816,GREEN
2014-08-22,38.62,38.8,38.525,38.64,4552328,SBUX,0.02,0.336352126,-0.336352126,38.65125,38.85065188,0.161069182,-247.597807,132.2018729,-91.98058611,-126.7651199,-126.7651199,-91.98058611,GREEN
2014-08-25,38.82,39.11,38.755,38.985,5698322,SBUX,0.165,0.334823435,-0.334823435,38.95875,38.83793459,0.159372304,151.6140634,102.9579864,-37.5183164,-120.4348071,-120.4348071,-37.5183164,GREEN
2014-08-26,39.005,39.215,38.8775,38.895,5513856,SBUX,-0.11,0.319736916,-0.319736916,38.970625,38.77570639,0.153941446,253.2373365,-13.8939447,19.05508002,-110.9500668,-110.9500668,19.05508002,GREEN
2014-08-27,38.955,39.135,38.83,38.96,4904018,SBUX,0.005,0.317424134,-0.317424134,38.97125,38.83672093,0.140863409,191.006413,41.27539132,47.02271549,-86.47281665,-86.47281665,47.02271549,GREEN
2014-08-28,38.895,39.015,38.755,38.905,3958032,SBUX,0.01,0.314511756,-0.314511756,38.895,38.88135562,0.136796496,19.94843731,111.929373,26.71716209,-51.29685109,-51.29685109,26.71716209,GREEN
2014-08-29,39.035,39.05,38.76,38.905,4657356,SBUX,-0.13,0.311665945,-0.311665945,38.905,38.91132041,0.037134679,-34.0404843,138.2883864,31.56990517,-18.52366223,-18.52366223,31.56990517,GREEN
2014-09-02,38.85,38.99,38.58,38.74,6197468,SBUX,-0.11,0.284989943,-0.284989943,38.7625,38.90588027,0.085171702,-336.6852421,98.84173668,58.35639446,-3.443387457,-3.443387457,58.35639446,GREEN
2014-09-03,38.78,38.965,38.35,38.395,6796736,SBUX,-0.385,0.282606224,-0.282606224,38.52625,38.90558685,0.176778021,-429.1674355,54.54766302,85.00039176,8.227710085,8.227710085,85.00039176,GREEN
2014-09-04,38.4,38.6863,38.38,38.58,5749790,SBUX,0.18,0.282702373,-0.282702373,38.556575,38.85789123,0.180618501,-333.6493561,-75.86330536,89.6141734,24.93727154,24.93727154,89.6141734,GREEN
2014-09-05,38.505,38.985,38.405,38.975,8026608,SBUX,0.47,0.281194394,-0.281194394,38.835,38.74734416,0.168419099,104.0925226,-193.6313487,77.92533661,44.95831162,44.95831162,77.92533661,GREEN
2014-09-08,38.88,38.98,38.665,38.835,4492776,SBUX,-0.045,0.275522808,-0.275522808,38.82875,38.68375444,0.149541913,193.9196316,-240.3040179,26.66245595,59.84359888,26.66245595,59.84359888,red
2014-09-09,38.725,38.875,38.49,38.56,5114572,SBUX,-0.165,0.275196713,-0.275196713,38.62125,38.73416962,0.148550389,-152.0287165,-125.505171,-46.76881228,65.87084479,-46.76881228,65.87084479,red
2014-09-10,38.505,38.7,38.375,38.605,5918672,SBUX,0.1,0.27524351,-0.27524351,38.57125,38.76569642,0.138411092,-280.9694123,-19.03023684,-111.2805475,52.80138184,-111.2805475,52.80138184,red
2014-09-11,38.49,38.5,38.04,38.06,9365624,SBUX,-0.43,0.277018268,-0.277018268,38.165,38.71754761,0.272930566,-404.8997659,-63.36306338,-116.0220887,19.61131713,-116.0220887,19.61131713,red
2014-09-12,37.915,38.035,37.47,37.735,14619348,SBUX,-0.18,0.272266649,-0.272266649,37.74375,38.66878174,0.432149786,-428.1069993,-135.898513,-83.69147139,-24.0193044,-83.69147139,-24.0193044,red
2014-09-15,37.63,37.67,37.195,37.46,10845708,SBUX,-0.17,0.27193374,-0.27193374,37.44625,38.50085449,0.512799912,-411.3122754,-225.5655973,-76.91533539,-54.68689916,-76.91533539,-54.68689916,red
2014-09-16,37.42,37.725,37.265,37.545,8041214,SBUX,0.125,0.270699846,-0.270699846,37.52,38.24848633,0.473002874,-308.0261746,-293.079398,-96.5763946,-64.3550899,-96.5763946,-64.3550899,red
2014-09-17,37.67,37.9105,37.5525,37.67,7475730,SBUX,0,0.266111028,-0.266111028,37.70075,37.98107422,0.280080825,-200.1738027,-332.4903571,-139.5727955,-68.5418384,-139.5727955,-68.5418384,red
2014-09-18,37.795,37.945,37.5,37.865,8028914,SBUX,0.07,0.264599537,-0.264599537,37.79375,37.82738281,0.150023915,-44.83660224,-324.3356296,-190.741663,-77.88669047,-190.741663,-77.88669047,red
2014-09-19,37.985,38.165,37.885,38.035,12040726,SBUX,0.05,0.264613852,-0.264613852,38.03,37.78517188,0.231549981,211.4689222,-282.948354,-237.9912277,-98.44872548,-237.9912277,-98.44872548,red
2014-09-22,38.025,38.025,37.165,37.3,7859646,SBUX,-0.725,0.274372957,-0.274372957,37.4475,37.78803125,0.231210443,-294.5639016,-203.5777701,-266.772695,-129.213038,-266.772695,-129.213038,red
2014-09-23,37.145,37.44,36.89,36.9775,7739386,SBUX,-0.1675,0.272871188,-0.272871188,37.07125,37.8686875,0.365734988,-436.073948,-65.22887265,-272.1645813,-165.4724346,-272.1645813,-165.4724346,red
2014-09-24,37.265,37.715,37.175,37.66,8599714,SBUX,0.395,0.274879312,-0.274879312,37.5525,37.72829167,0.36239589,-97.01636884,-141.6738823,-249.3023109,-199.239188,-249.3023109,-199.239188,red
2014-09-25,37.59,37.64,37.045,37.06,8010814,SBUX,-0.53,0.273934154,-0.273934154,37.20125,37.50927778,0.371378976,-165.8832609,-239.8072375,-187.9444982,-223.5476525,-223.5476525,-187.9444982,GREEN
2014-09-26,37,37.615,36.97,37.585,7659794,SBUX,0.585,0.27988434,-0.27988434,37.43875,37.52368519,0.198693781,-85.49355158,-192.2102813,-172.5209595,-232.1325386,-232.1325386,-172.5209595,GREEN
2014-09-29,37.275,37.76,37.225,37.635,6376526,SBUX,0.36,0.281960366,-0.281960366,37.56375,37.41620679,0.219771899,134.2694045,-183.4346078,-194.9497189,-217.4031918,-217.4031918,-194.9497189,GREEN
2014-09-30,37.78,37.925,37.51,37.73,7800904,SBUX,-0.05,0.280685922,-0.280685922,37.72375,37.42372119,0.193524869,310.0674428,-150.7875891,-194.036573,-202.4424477,-202.4424477,-194.036573,GREEN
2014-10-01,37.84,37.955,37.205,37.305,8119064,SBUX,-0.535,0.285100588,-0.285100588,37.4425,37.47039746,0.191740384,-29.09920347,-55.76859124,-190.5025846,-199.9448714,-199.9448714,-190.5025846,GREEN
2014-10-02,37.205,37.5,36.89,37.225,8573520,SBUX,0.02,0.284974545,-0.284974545,37.21,37.55484831,0.188643596,-365.6082855,66.17675344,-177.2642528,-197.9754386,-197.9754386,-177.2642528,GREEN
2014-10-03,37.4,38.05,37.385,37.945,8229168,SBUX,0.545,0.285144442,-0.285144442,37.83125,37.51739887,0.243179782,258.1227153,34.41810114,-136.7656989,-195.4844873,-195.4844873,-136.7656989,GREEN
2014-10-06,38.01,38.115,37.55,37.5725,5221748,SBUX,-0.4375,0.287966477,-0.287966477,37.7025,37.41493258,0.252281155,227.9737608,-98.92402773,-69.11821481,-189.4110758,-189.4110758,-69.11821481,GREEN
2014-10-07,37.45,37.525,37.01,37.025,6383432,SBUX,-0.425,0.287694054,-0.287694054,37.14625,37.55370505,0.299026284,-272.5212301,20.09155329,-34.60610949,-171.8626168,-171.8626168,-34.60610949,GREEN
2014-10-08,37.12,37.71,36.815,37.63,6716308,SBUX,0.51,0.29123941,-0.29123941,37.44625,37.60330337,0.298955735,-105.0679759,89.38562245,-56.04541557,-137.6144828,-137.6144828,-56.04541557,GREEN
2014-10-09,37.52,37.91,37.18,37.24,9343828,SBUX,-0.28,0.291388968,-0.291388968,37.3925,37.45095225,0.269372825,-43.39877,-31.24999507,-30.66642595,-103.2783584,-103.2783584,-30.66642595,GREEN
2014-10-10,37.13,37.895,37.05,37.23,10495940,SBUX,0.1,0.291023881,-0.291023881,37.35125,37.44938483,0.20010427,-98.08369511,-55.85598867,9.350923515,-87.53404411,-87.53404411,9.350923515,GREEN
2014-10-13,37.105,37.22,36.005,36.095,12431414,SBUX,-1.01,0.304150532,-0.304150532,36.35375,37.43042322,0.452874155,-475.4845069,-51.70358244,-4.182716014,-68.57817139,-68.57817139,-4.182716014,GREEN
